label,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20
D,0.0,0.0,0.15223677456378937,-0.1010894775390625,0.21385501325130463,-0.2270093560218811,0.2509457617998123,-0.30529487133026123,0.27429886162281036,-0.37681955099105835,0.12952439486980438,-0.42779505252838135,0.19952063262462616,-0.5911819040775299,0.23303480446338654,-0.6942629516124725,0.25629328191280365,-0.7869006097316742,0.10084109008312225,-0.4376506209373474,0.2868722528219223,-0.5040843784809113,0.3583335131406784,-0.39427584409713745,0.3695748895406723,-0.2905350923538208,0.08833418786525726,-0.4137120246887207,0.27267877757549286,-0.4925563931465149,0.3397110551595688,-0.3751415014266968,0.3487074226140976,-0.27519363164901733,0.09607084095478058,-0.3683742880821228,0.21541030704975128,-0.48799753189086914,0.28606079518795013,-0.43799304962158203,0.323043093085289,-0.3643862009048462
D,0.0,0.0,0.08757345378398895,-0.13955527544021606,0.15826363861560822,-0.26658058166503906,0.2292488068342209,-0.3429606556892395,0.2967311590909958,-0.38496458530426025,0.1503356248140335,-0.43604016304016113,0.2693527489900589,-0.6055831015110016,0.3390801399946213,-0.7138382792472839,0.38279177248477936,-0.8044345378875732,0.13396422564983368,-0.39467471837997437,0.352215901017189,-0.4355112910270691,0.43093331158161163,-0.3423500657081604,0.4433627277612686,-0.2610521912574768,0.14454911649227142,-0.31099581718444824,0.3501933366060257,-0.37322747707366943,0.419511154294014,-0.2845468521118164,0.4296528249979019,-0.2058679461479187,0.17197798192501068,-0.21848082542419434,0.32583777606487274,-0.2932630777359009,0.38061632215976715,-0.24896562099456787,0.39997120201587677,-0.1960148811340332
D,0.0,0.0,-0.10080212354660034,-0.12452155351638794,-0.14265137910842896,-0.23192691802978516,-0.16943153738975525,-0.3145104646682739,-0.19794631004333496,-0.377456396818161,-0.022946655750274658,-0.37394261360168457,-0.08632922172546387,-0.4994976222515106,-0.12492537498474121,-0.5883648097515106,-0.1626632809638977,-0.6598594784736633,-0.0010238289833068848,-0.33730486035346985,-0.16183257102966309,-0.376552551984787,-0.22845607995986938,-0.30370384454727173,-0.2506667375564575,-0.24877363443374634,-0.006863206624984741,-0.2777756452560425,-0.16274172067642212,-0.3118547201156616,-0.21332494914531708,-0.24663835763931274,-0.2236894965171814,-0.19210314750671387,-0.02525922656059265,-0.20818668603897095,-0.14530688524246216,-0.24364906549453735,-0.19289080798625946,-0.21341651678085327,-0.20861226320266724,-0.1764715313911438
E,0.0,0.0,-0.08580759167671204,-0.02594161033630371,-0.15599077939987183,-0.13057386875152588,-0.1820104420185089,-0.2138744592666626,-0.13399460911750793,-0.2037329077720642,-0.1011972427368164,-0.314261794090271,-0.1098112165927887,-0.4690062403678894,-0.13661202788352966,-0.4051789343357086,-0.12921357154846191,-0.32038185000419617,-0.047763168811798096,-0.3274199962615967,-0.04889783263206482,-0.5153023153543472,-0.08435606956481934,-0.4374508261680603,-0.07929867506027222,-0.35667410492897034,0.003907561302185059,-0.3170977234840393,0.00568467378616333,-0.4823554754257202,-0.028997302055358887,-0.4151306450366974,-0.02601104974746704,-0.34172534942626953,0.06018584966659546,-0.2921585142612457,0.05841219425201416,-0.42172908782958984,0.027996361255645752,-0.39767003059387207,0.02435898780822754,-0.3454851508140564
E,0.0,0.0,0.10277071595191956,-0.0015555620193481445,0.19729146361351013,-0.11149942874908447,0.23304882645606995,-0.21756890416145325,0.1798243224620819,-0.24023249745368958,0.1498621106147766,-0.3320387899875641,0.16685840487480164,-0.48137886822223663,0.1791885495185852,-0.45942214131355286,0.16608035564422607,-0.3860650956630707,0.08763808012008667,-0.3502216637134552,0.0947464108467102,-0.5339484214782715,0.11424937844276428,-0.4873339682817459,0.11365553736686707,-0.4017948806285858,0.030125737190246582,-0.344609797000885,0.03575912117958069,-0.5094158053398132,0.0579247772693634,-0.47671759128570557,0.05835747718811035,-0.3993476927280426,-0.03264795243740082,-0.3241538107395172,-0.01859937608242035,-0.4557381272315979,0.0025867819786071777,-0.45112162828445435,0.007797062397003174,-0.40119579434394836
G,0.0,0.0,0.06062719225883484,-0.20259660482406616,0.14296367764472961,-0.35549622774124146,0.2155640423297882,-0.5104028284549713,0.26118358969688416,-0.6197085082530975,0.2928835153579712,-0.24927818775177002,0.48172470927238464,-0.25611692667007446,0.5873097479343414,-0.2608393728733063,0.6695139110088348,-0.25770828127861023,0.32126501202583313,-0.1114766001701355,0.4212398827075958,-0.14618515968322754,0.3660583198070526,-0.1671297550201416,0.30494388937950134,-0.16159486770629883,0.3145654797554016,0.013874590396881104,0.3913387060165405,-0.03620803356170654,0.34664222598075867,-0.0462610125541687,0.2879508435726166,-0.0362430214881897,0.30434727668762207,0.12083208560943604,0.3568464517593384,0.06589400768280029,0.31164973974227905,0.05694538354873657,0.2660890519618988,0.07015436887741089
G,0.0,0.0,-0.06224602460861206,-0.19754451513290405,-0.14967775344848633,-0.3509622812271118,-0.2201939821243286,-0.5112043023109436,-0.28011763095855713,-0.6294790506362915,-0.2664016783237457,-0.22366484999656677,-0.480155885219574,-0.24961963295936584,-0.5981825590133667,-0.26602277159690857,-0.6882717907428741,-0.2709333002567291,-0.2860299050807953,-0.07310247421264648,-0.42726439237594604,-0.10799157619476318,-0.37811434268951416,-0.13172858953475952,-0.3057957887649536,-0.13543975353240967,-0.28075963258743286,0.05728727579116821,-0.3970755338668823,-0.004493772983551025,-0.3487119972705841,-0.02048361301422119,-0.2875047028064728,-0.011977791786193848,-0.27487072348594666,0.15634429454803467,-0.3656559884548187,0.09097808599472046,-0.31488433480262756,0.07513225078582764,-0.2644551992416382,0.08691012859344482
H,0.0,0.0,0.15480977296829224,0.025542378425598145,0.28861698508262634,-0.01635688543319702,0.37770169973373413,-0.017019152641296387,0.47579967975616455,-0.049472928047180176,0.29522505402565,-0.2811744213104248,0.41181814670562744,-0.4057711958885193,0.489879310131073,-0.45435523986816406,0.5496029257774353,-0.5032283961772919,0.2655685544013977,-0.31125956773757935,0.42129266262054443,-0.3134077787399292,0.44189924001693726,-0.17002534866333008,0.422931432723999,-0.062073588371276855,0.228060781955719,-0.33527934551239014,0.3587939441204071,-0.43442919850349426,0.4567902684211731,-0.4985027611255646,0.5182085633277893,-0.5641518533229828,0.18561464548110962,-0.34251290559768677,0.221653014421463,-0.4957784116268158,0.2461974322795868,-0.6039892137050629,0.260766863822937,-0.7082159221172333
I,0.0,0.0,-0.10064522922039032,-0.1258137822151184,-0.12658166885375977,-0.29466545581817627,-0.13329598307609558,-0.4469722509384155,-0.1292882263660431,-0.5456421673297882,-0.07333418726921082,-0.3610340356826782,-0.0712023377418518,-0.4989820122718811,-0.07361872494220734,-0.4422253370285034,-0.07461234927177429,-0.37796932458877563,0.013216167688369751,-0.36256691813468933,0.0012716948986053467,-0.49250975251197815,-0.007970213890075684,-0.4362791180610657,-0.013518303632736206,-0.3851490020751953,0.08625918626785278,-0.3474730849266052,0.06812846660614014,-0.48150503635406494,0.05968761444091797,-0.4359903335571289,0.05696013569831848,-0.3799401521682739,0.14238211512565613,-0.3204399645328522,0.15406528115272522,-0.4752349257469177,0.15470004081726074,-0.5623240768909454,0.15211078524589539,-0.6367515027523041
I,0.0,0.0,0.11747381091117859,-0.10825610160827637,0.18156704306602478,-0.28445786237716675,0.08798825740814209,-0.3811172842979431,-0.02706611156463623,-0.326352596282959,0.10195183753967285,-0.4705001711845398,0.15516069531440735,-0.5732480585575104,0.14593935012817383,-0.4362803101539612,0.12372344732284546,-0.36544185876846313,0.02965027093887329,-0.48070046305656433,0.0738874077796936,-0.617400199174881,0.08745625615119934,-0.4619184732437134,0.0783437192440033,-0.36369431018829346,-0.041424721479415894,-0.4700013995170593,-0.014022290706634521,-0.6268064975738525,0.02017766237258911,-0.4758775532245636,0.022253960371017456,-0.3666285276412964,-0.11502182483673096,-0.4393792152404785,-0.14197783172130585,-0.605749636888504,-0.14315538108348846,-0.7060718834400177,-0.1493237018585205,-0.8187369108200073
I,0.0,0.0,-0.09907400608062744,-0.021062791347503662,-0.19932764768600464,-0.1186516284942627,-0.1858617663383484,-0.2357383370399475,-0.09763121604919434,-0.27858394384384155,-0.19271928071975708,-0.3154679536819458,-0.21921205520629883,-0.38488686084747314,-0.18708515167236328,-0.2768937945365906,-0.1720007061958313,-0.2374131679534912,-0.12816500663757324,-0.36108237504959106,-0.15554922819137573,-0.42979419231414795,-0.13098329305648804,-0.29224032163619995,-0.1356847882270813,-0.2823817729949951,-0.06233865022659302,-0.3785039186477661,-0.07967269420623779,-0.4845677614212036,-0.07636219263076782,-0.36313045024871826,-0.07454794645309448,-0.2850642204284668,0.0078081488609313965,-0.37735122442245483,0.011040091514587402,-0.5214863419532776,0.008013010025024414,-0.6049022376537323,-0.002882540225982666,-0.6927263140678406
I,0.0,0.0,0.11486178636550903,-0.1249043345451355,0.15338122844696045,-0.24791425466537476,0.13633638620376587,-0.3594052791595459,0.08553498983383179,-0.40749359130859375,0.15848296880722046,-0.3396179676055908,0.14477074146270752,-0.5090798139572144,0.12509316205978394,-0.464316189289093,0.11886173486709595,-0.3955799341201782,0.07463258504867554,-0.3644718527793884,0.06909531354904175,-0.5248984098434448,0.0563083291053772,-0.46726399660110474,0.05252563953399658,-0.41481155157089233,-0.008881986141204834,-0.36805015802383423,-0.010643422603607178,-0.5500175058841705,-0.013951599597930908,-0.4986673891544342,-0.012856602668762207,-0.4432660639286041,-0.08111122250556946,-0.35510993003845215,-0.11057892441749573,-0.5264065265655518,-0.12909996509552002,-0.6215742826461792,-0.14103016257286072,-0.7072513103485107
K,0.0,0.0,0.03758242726325989,-0.13800925016403198,0.05587494373321533,-0.29504209756851196,0.06812852621078491,-0.4213654398918152,0.0778399109840393,-0.5347602367401123,-0.049496784806251526,-0.39273595809936523,-0.005975320935249329,-0.5527290105819702,0.012424647808074951,-0.6605279445648193,0.028614163398742676,-0.7480411231517792,-0.058019593358039856,-0.3603493571281433,0.10985323786735535,-0.44870322942733765,0.20176252722740173,-0.46212148666381836,0.26390960812568665,-0.47221502661705017,-0.04070940613746643,-0.30532747507095337,0.1296217441558838,-0.340196430683136,0.11824297904968262,-0.2539234161376953,0.08506184816360474,-0.21130532026290894,-0.006925687193870544,-0.2435278296470642,0.1281810700893402,-0.26797229051589966,0.12200814485549927,-0.20411908626556396,0.09239539504051208,-0.1754283308982849
K,0.0,0.0,0.007102251052856445,-0.1312609314918518,-0.019728899002075195,-0.24684202671051025,-0.04875257611274719,-0.3336116671562195,-0.07386261224746704,-0.41451895236968994,-0.12194353342056274,-0.27055859565734863,-0.12191969156265259,-0.4002993106842041,-0.13118159770965576,-0.4801406264305115,-0.14163392782211304,-0.54483762383461,-0.12491863965988159,-0.24885934591293335,-0.03763866424560547,-0.39139896631240845,0.014734059572219849,-0.4571678042411804,0.04688197374343872,-0.5086489915847778,-0.10701248049736023,-0.22010469436645508,0.0033662915229797363,-0.3215588331222534,0.02226242423057556,-0.2609347701072693,0.014234989881515503,-0.2175251841545105,-0.07296288013458252,-0.19299393892288208,0.014773160219192505,-0.2685145139694214,0.03277933597564697,-0.22240203619003296,0.02504590153694153,-0.1878446340560913
K,0.0,0.0,0.013425737619400024,-0.10332489013671875,-0.0046880245208740234,-0.21806299686431885,-0.045406728982925415,-0.31340426206588745,-0.06206291913986206,-0.39452552795410156,0.027022242546081543,-0.26290589570999146,-0.01049765944480896,-0.3953867554664612,-0.02004098892211914,-0.47498470544815063,-0.02479800581932068,-0.5431146025657654,-0.0039885640144348145,-0.22703158855438232,-0.09717115759849548,-0.33465272188186646,-0.15330243110656738,-0.38630998134613037,-0.1919095516204834,-0.43015381693840027,-0.044158935546875,-0.1826755404472351,-0.13327890634536743,-0.2599373459815979,-0.12605130672454834,-0.21616822481155396,-0.10493206977844238,-0.1817007064819336,-0.08731865882873535,-0.13598120212554932,-0.15063902735710144,-0.1980227828025818,-0.1405785083770752,-0.16157138347625732,-0.12039691209793091,-0.13540780544281006
K,0.0,0.0,-0.03045034408569336,-0.1093301773071289,-0.03457200527191162,-0.22462254762649536,-0.02224332094192505,-0.31584376096725464,-0.01799410581588745,-0.3947618007659912,-0.06162464618682861,-0.26976704597473145,-0.06349968910217285,-0.37281110882759094,-0.056583285331726074,-0.44123631715774536,-0.047477126121520996,-0.5053189694881439,-0.0146409273147583,-0.26233571767807007,0.0210191011428833,-0.3697536289691925,0.052299559116363525,-0.43872618675231934,0.0794823169708252,-0.502234160900116,0.028827011585235596,-0.23368829488754272,0.07501709461212158,-0.28384077548980713,0.05670195817947388,-0.21785008907318115,0.03685575723648071,-0.17772114276885986,0.06521302461624146,-0.20220190286636353,0.09428077936172485,-0.24060839414596558,0.07797455787658691,-0.19257181882858276,0.060501158237457275,-0.16408628225326538
K,0.0,0.0,0.06390294432640076,-0.02458322048187256,0.12433522939682007,-0.11970251798629761,0.14116352796554565,-0.21913659572601318,0.16131913661956787,-0.3034643530845642,0.14141735434532166,-0.22355890274047852,0.20968222618103027,-0.3288905620574951,0.25130558013916016,-0.39389604330062866,0.2845849096775055,-0.4525163471698761,0.09380897879600525,-0.25030776858329773,0.11537718772888184,-0.34021568298339844,0.12728598713874817,-0.41000649333000183,0.13513725996017456,-0.47273819148540497,0.04351776838302612,-0.25790390372276306,0.04132665693759918,-0.2617972493171692,0.03739726543426514,-0.16106805205345154,0.033780694007873535,-0.0909881591796875,-0.00506746768951416,-0.24978867173194885,-0.0009119957685470581,-0.2257736623287201,-0.005147114396095276,-0.14563339948654175,-0.009607985615730286,-0.09395444393157959
L,0.0,0.0,0.13024313747882843,-0.038644254207611084,0.26922042667865753,-0.1325717568397522,0.3836130052804947,-0.18917638063430786,0.47058309614658356,-0.21599191427230835,0.1912057250738144,-0.40768563747406006,0.24621625244617462,-0.5892795920372009,0.28141458332538605,-0.7071438729763031,0.3040870577096939,-0.8066645562648773,0.10595150291919708,-0.42327016592025757,0.16835428774356842,-0.48751300573349,0.15076737105846405,-0.3101651072502136,0.12746576964855194,-0.26263660192489624,0.02042384445667267,-0.40625739097595215,0.07171423733234406,-0.43767106533050537,0.06002776324748993,-0.27532339096069336,0.03510411083698273,-0.24899303913116455,-0.06935478746891022,-0.36969655752182007,-0.028519123792648315,-0.42176616191864014,-0.014445915818214417,-0.29970091581344604,-0.028797045350074768,-0.2581850290298462
L,0.0,0.0,-0.08530521392822266,-0.056996285915374756,-0.13713690638542175,-0.12366229295730591,-0.19657683372497559,-0.1717585325241089,-0.24026253819465637,-0.17734897136688232,-0.08684408664703369,-0.2532035708427429,-0.11442536115646362,-0.3889145255088806,-0.12945884466171265,-0.46940021216869354,-0.1395002007484436,-0.5316612422466278,-0.0296097993850708,-0.2810573875904083,-0.055743664503097534,-0.32497894763946533,-0.06843489408493042,-0.2779255509376526,-0.07074356079101562,-0.22956493496894836,0.022725343704223633,-0.26580190658569336,-0.012080013751983643,-0.2754969596862793,-0.01889747381210327,-0.2377692461013794,-0.016474783420562744,-0.19516736268997192,0.06505769491195679,-0.2471083402633667,0.03649550676345825,-0.25126913189888,0.028284788131713867,-0.21274471282958984,0.030980706214904785,-0.17653793096542358
L,0.0,0.0,-0.08804076910018921,-0.029391229152679443,-0.18281352519989014,-0.09303504228591919,-0.28302544355392456,-0.1049606204032898,-0.3537700027227402,-0.0907829999923706,-0.1380624771118164,-0.30162757635116577,-0.189713716506958,-0.4343850016593933,-0.22640851140022278,-0.518398106098175,-0.2571716010570526,-0.5965102016925812,-0.08102750778198242,-0.3244025707244873,-0.10396349430084229,-0.3263077735900879,-0.09309789538383484,-0.21623313426971436,-0.07948958873748779,-0.1984216570854187,-0.02007848024368286,-0.31581997871398926,-0.03955435752868652,-0.31366926431655884,-0.041492581367492676,-0.21594905853271484,-0.03426408767700195,-0.21149253845214844,0.03860306739807129,-0.29138708114624023,0.022671997547149658,-0.306054949760437,0.006592810153961182,-0.2250843048095703,0.01026308536529541,-0.2038143277168274
L,0.0,0.0,0.09429913759231567,-0.0962633490562439,0.15570878982543945,-0.1884380578994751,0.22836726903915405,-0.25870001316070557,0.29631853103637695,-0.28288108110427856,0.0666419267654419,-0.30941569805145264,0.08279156684875488,-0.4871373772621155,0.09577366709709167,-0.5934854745864868,0.10254970192909241,-0.6709453463554382,-0.010872095823287964,-0.3186742663383484,0.019442498683929443,-0.4313727617263794,0.03988915681838989,-0.39010441303253174,0.044067561626434326,-0.3258448839187622,-0.07273253798484802,-0.2954328656196594,-0.03590655326843262,-0.3956792950630188,-0.019033193588256836,-0.3577585220336914,-0.019415080547332764,-0.2995479702949524,-0.11746019124984741,-0.26631397008895874,-0.08552312850952148,-0.3425157368183136,-0.06669765710830688,-0.30846476554870605,-0.06714121997356415,-0.2630501985549927
M,0.0,0.0,-0.08370557427406311,0.08231158554553986,-0.11175832152366638,0.21237879991531372,-0.09224456548690796,0.31915929913520813,-0.05807948112487793,0.38828063011169434,-0.11004835367202759,0.24970653653144836,-0.10070553421974182,0.42847591638565063,-0.0946861207485199,0.5198656320571899,-0.08976414799690247,0.5898303985595703,-0.04241055250167847,0.2534770667552948,-0.0396292507648468,0.4467264413833618,-0.042020171880722046,0.5505542755126953,-0.04585060477256775,0.6258891224861145,0.021139532327651978,0.2519513666629791,0.01519322395324707,0.4286787509918213,0.001753389835357666,0.5225598812103271,-0.008165836334228516,0.5916526317596436,0.0722757875919342,0.24119684100151062,0.0478995144367218,0.3564808666706085,0.028223007917404175,0.35898008942604065,0.01532292366027832,0.3445102572441101
M,0.0,0.0,0.1255577802658081,0.10881295800209045,0.16808480024337769,0.28226572275161743,0.13703280687332153,0.4370434284210205,0.10164552927017212,0.5472777783870697,0.20697075128555298,0.33271291851997375,0.18336325883865356,0.5969474017620087,0.17277628183364868,0.743679016828537,0.17137712240219116,0.848206490278244,0.11093956232070923,0.32730597257614136,0.10596668720245361,0.6164591610431671,0.09981447458267212,0.7860397398471832,0.10196495056152344,0.901921957731247,0.01791459321975708,0.3313904404640198,0.01717349886894226,0.5915138423442841,0.02817988395690918,0.7361086308956146,0.03983032703399658,0.837512344121933,-0.06196165084838867,0.33861640095710754,-0.03656613826751709,0.46798786520957947,-0.012672901153564453,0.4410648047924042,-0.00442582368850708,0.40118563175201416
N,0.0,0.0,-0.08275499939918518,0.12105181813240051,-0.09447646141052246,0.3011763393878937,-0.04267477989196777,0.42938432097435,0.027432650327682495,0.5015523731708527,-0.11302539706230164,0.34708887338638306,-0.08407315611839294,0.5632890164852142,-0.07222616672515869,0.6728316843509674,-0.0600416362285614,0.7669501006603241,-0.03202664852142334,0.3334750533103943,-0.014652937650680542,0.5729182660579681,-0.01237449049949646,0.70562943816185,-0.005924493074417114,0.8062281906604767,0.05135810375213623,0.3093363344669342,0.07168847322463989,0.5103095471858978,0.05483192205429077,0.44960322976112366,0.046034395694732666,0.3784002661705017,0.12586647272109985,0.27784600853919983,0.11860328912734985,0.4346301257610321,0.09973937273025513,0.38649889826774597,0.09309697151184082,0.3273068964481354
